word,category,meanings,is
आक्षेप,ना.,गर्नु पर्ने काम नगरेको वा गर्न नहुने काम गरेको भन्ने दोष; आरोप,SSI
आख्यान,सङ्.  ना.,कुनै घटनालाई आधार बनाएर लेखिएको काल्पनिक साहित्यिक रचना,SSI
आगामी,वि.,अब आउने; आउँदो,SSS
आगो,असङ्.  ना.,"बल्दा ताप, प्रकाश र ज्वाला दिने वस्तु
रिसको प्रतीकात्मक अवस्था, क्रोध",SS
आग्रह,ना.,"कुनै काम गर्नकालागि कुनै संस्था, व्यक्ति वा निकायलाई गरिने अनुरोध
कुनै विषय, कार्य, विचार आदि प्रतिको लगाव; झुकाव",SII
आघात,ना.,"शारीरिक, भावनात्मक अथवा मानसिक चोट
सतहमा कठोर दबाब पुग्ने गरी गरिने प्रहार",SSI
आङ,ना.,शरीर वा जिउ,SI
आचरण,ना.,"बानी व्यवहार
ध्यान",SIII
आचार,ना.,"मानिसका व्यवहार, गतिविधि वा क्रियाकलाप",SSI
आज,कासा.  क्रियो.,"यो दिन; वर्तमान समयसँग सम्बन्धित दिन
वर्तमान समय",SI
आजित,वि.,"कुनै काम, व्यक्ति, विचार आदिसँग हैरान वा दिक्क भएको",SII
आठ,संवा.,गन्ती गर्दा सात पछि आउने अंक; ८,SI
आठपहरिया,सङ्.  ना.,किराँत-राई समूहको एउटा जाति,SIIIIS
आड,ना.,"अडिएको वा सहारा लिएको वस्तु, ठाउँ आदि
कसैको मद्दत वा सहयोग; भरोसा",SI
आडम्बर,ना.,देखावटी व्यवहार,SSII
आतङ्क,ना.,"हत्या, हिंसा, कुटपिट, लुटपाट, आक्रमण जस्ता क्रियाकलापबाट सृजना हुने स्थिति",SSI
आतुर,वि.,हतारिएको; आत्तिएको,SII
आत्मा,ना.,"मानिसका मनभित्र रहने विचार, चेतना
मानिस मरेपछि उसको शरीरबाट निस्कने हंस
वस्तु, विचार वा सिद्धान्तको मूल कुरा
प्राणी शरीरमा रहने अजम्मरी र अविनाशी तत्व",SS
आदत,ना.,बानी; लत,SII
आदर,ना.,सम्मान वा श्रद्धाको भाव,SII
आदर्श,ना.,"मूल विचार, व्यवहार वा सिद्धान्त; मान्यता
अनुकरण गर्न योग्य; असल चरित्र, विचार र व्यवहार भएको",SSI
